1564270414.7188952, 1.7862634658813477, 1921.2333984375, 290, 12967.2333984375, 105, 366;
1564270414.7613883, 6.700663089752197, 12967.2333984375, 290, 12967.2333984375, 102, 368;
1564270414.7816205, 6.638665199279785, 12967.2333984375, 290, 12967.2333984375, 104, 368;
1564270414.7998605, 6.8834357261657715, 12967.2333984375, 290, 12967.2333984375, 103, 368;
1564270414.8169057, 6.344658851623535, 12967.2333984375, 290, 12967.2333984375, 103, 366;
1564270414.8349142, 5.997395992279053, 12967.2333984375, 290, 12967.2333984375, 105, 369;
1564270414.851721, 4.7623515129089355, 12967.2333984375, 290, 12967.2333984375, 103, 371;
1564270414.8687198, 5.382169723510742, 12967.2333984375, 290, 12967.2333984375, 102, 368;
1564270414.885263, 6.449405193328857, 12967.2333984375, 290, 12967.2333984375, 103, 367;
1564270414.902592, 7.204621315002441, 12967.2333984375, 290, 12967.2333984375, 105, 366;
1564270414.9188075, 6.510599613189697, 12967.2333984375, 290, 12967.2333984375, 103, 368;
1564270414.9361684, 6.741368293762207, 12967.2333984375, 290, 12967.2333984375, 103, 367;
1564270414.9562736, 6.845723628997803, 12967.2333984375, 290, 12967.2333984375, 103, 367;
1564270414.9722369, 7.624086380004883, 12967.2333984375, 290, 12967.2333984375, 105, 367;
1564270414.9926572, 7.24371337890625, 12967.2333984375, 290, 12967.2333984375, 103, 368;
1564270415.0089262, 8.202981948852539, 12967.2333984375, 290, 12967.2333984375, 104, 369;
1564270415.0229514, 6.89850378036499, 12967.2333984375, 290, 12967.2333984375, 104, 367;
1564270415.037958, 9.779596328735352, 12967.2333984375, 290, 12967.2333984375, 103, 367;
1564270415.0532844, 8.014595031738281, 12967.2333984375, 290, 12967.2333984375, 103, 367;
1564270415.069163, 7.96818208694458, 12967.2333984375, 290, 12967.2333984375, 104, 366;
1564270415.0852013, 8.805960655212402, 12967.2333984375, 290, 12967.2333984375, 103, 367;
1564270415.101182, 6.976987838745117, 12967.2333984375, 290, 12967.2333984375, 103, 368;
1564270415.1168997, 4.481306552886963, 12967.2333984375, 290, 12967.2333984375, 104, 366;
1564270415.1331713, 3.465831756591797, 12967.2333984375, 290, 12967.2333984375, 104, 367;
1564270415.1496477, 3.1505894660949707, 12967.2333984375, 290, 12967.2333984375, 105, 367;
1564270415.1666322, 3.5772857666015625, 12967.2333984375, 290, 12967.2333984375, 102, 364;
1564270415.1826973, 7.758695602416992, 12967.2333984375, 290, 12967.2333984375, 103, 367;
1564270415.1994152, 6.4745988845825195, 12967.2333984375, 290, 12967.2333984375, 104, 367;
1564270415.2150145, 6.567058563232422, 12967.2333984375, 290, 12967.2333984375, 103, 366;
1564270415.2322621, 7.404530048370361, 12967.2333984375, 290, 12967.2333984375, 102, 366;
1564270415.2489357, 6.641216278076172, 12967.2333984375, 290, 12967.2333984375, 104, 367;
1564270415.2669036, 7.550735950469971, 12967.2333984375, 290, 12967.2333984375, 104, 367;
1564270415.2829998, 7.358992576599121, 12967.2333984375, 290, 12967.2333984375, 104, 367;
1564270415.3000464, 7.1260833740234375, 12967.2333984375, 290, 12967.2333984375, 103, 367;
1564270415.3168983, 8.470946311950684, 12967.2333984375, 290, 12967.2333984375, 104, 367;
1564270415.3337078, 7.139925003051758, 12967.2333984375, 290, 12967.2333984375, 103, 368;
1564270415.350376, 8.597494125366211, 12967.2333984375, 290, 12967.2333984375, 104, 367;
1564270415.3656003, 7.3311767578125, 12967.2333984375, 290, 12967.2333984375, 104, 367;
1564270415.3827298, 8.248430252075195, 12967.2333984375, 290, 12967.2333984375, 103, 367;
1564270415.3994148, 8.91016674041748, 12967.2333984375, 290, 12967.2333984375, 102, 370;
1564270415.4158776, 8.606164932250977, 12967.2333984375, 290, 12967.2333984375, 105, 366;
1564270415.4375916, 9.336344718933105, 12967.2333984375, 290, 12967.2333984375, 103, 367;
1564270415.4542627, 7.826807975769043, 12967.2333984375, 290, 12967.2333984375, 104, 367;
1564270415.4701326, 8.471291542053223, 12967.2333984375, 290, 12967.2333984375, 104, 368;
1564270415.4857657, 9.582009315490723, 12967.2333984375, 290, 12967.2333984375, 104, 365;
1564270415.502177, 9.277055740356445, 12967.2333984375, 290, 12967.2333984375, 102, 368;
1564270415.5184522, 9.20438003540039, 12967.2333984375, 290, 12967.2333984375, 103, 366;
